8 	 2.489 	 0.0753 
10 	 2.654 	 0.0588 
12 	 2.819 	 0.0424 
14 	 2.849 	 0.0349 
16 	 2.860 	 0.0326 
18 	 2.916 	 0.0320 
20 	 2.918 	 0.0325 
22 	 2.877 	 0.0438 
24 	 2.851 	 0.0522 
26 	 2.816 	 0.0607 
28 	 2.782 	 0.0682 
30 	 2.758 	 0.0564 
32 	 2.759 	 0.0662 
35 	 2.760 	 0.0808 
40 	 2.864 	 0.1045 
45 	 2.903 	 0.1209 
50 	 2.974 	 0.1318 
