8 	 2.150 	 0.0530 
10 	 2.384 	 0.0473 
12 	 2.618 	 0.0417 
14 	 2.851 	 0.0360 
16 	 3.085 	 0.0304 
18 	 3.135 	 0.0294 
20 	 3.343 	 0.0282 
22 	 3.479 	 0.0315 
24 	 3.497 	 0.0354 
26 	 3.534 	 0.0404 
28 	 3.534 	 0.0449 
30 	 3.489 	 0.0467 
32 	 3.574 	 0.0597 
35 	 3.663 	 0.0637 
40 	 3.594 	 0.0800 
45 	 3.579 	 0.0944 
50 	 3.563 	 0.1087 
