8 	 3.039 	 0.0274 
10 	 2.978 	 0.0201 
12 	 3.046 	 0.0149 
14 	 3.125 	 0.0129 
16 	 3.183 	 0.0116 
18 	 3.219 	 0.0110 
20 	 3.263 	 0.0111 
22 	 3.304 	 0.0128 
24 	 3.356 	 0.0145 
26 	 3.390 	 0.0168 
28 	 3.438 	 0.0194 
30 	 3.486 	 0.0195 
32 	 3.568 	 0.0271 
35 	 3.639 	 0.0285 
40 	 3.771 	 0.0379 
45 	 3.877 	 0.0464 
50 	 3.982 	 0.0548 
