8 	 2.885 	 0.0527 
10 	 2.933 	 0.0395 
12 	 2.880 	 0.0321 
14 	 2.856 	 0.0279 
16 	 2.822 	 0.0263 
18 	 2.919 	 0.0260 
20 	 2.954 	 0.0263 
22 	 3.064 	 0.0295 
24 	 3.170 	 0.0332 
26 	 3.277 	 0.0380 
28 	 3.386 	 0.0421 
30 	 3.499 	 0.0439 
32 	 3.551 	 0.0536 
35 	 3.604 	 0.0575 
40 	 3.600 	 0.0749 
45 	 3.546 	 0.0905 
50 	 3.492 	 0.1060 
