8 	 2.977 	 0.0509 
10 	 3.075 	 0.0395 
12 	 3.135 	 0.0321 
14 	 3.124 	 0.0279 
16 	 3.069 	 0.0263 
18 	 3.002 	 0.0260 
20 	 2.950 	 0.0263 
22 	 2.929 	 0.0295 
24 	 2.952 	 0.0332 
26 	 2.993 	 0.0380 
28 	 3.021 	 0.0421 
30 	 3.050 	 0.0439 
32 	 3.115 	 0.0529 
35 	 3.272 	 0.0577 
40 	 3.497 	 0.0760 
45 	 3.625 	 0.0909 
50 	 3.710 	 0.1043 
