8 	 3.149 	 0.0204 
10 	 3.192 	 0.0158 
12 	 3.240 	 0.0128 
14 	 3.299 	 0.0112 
16 	 3.373 	 0.0105 
18 	 3.424 	 0.0104 
20 	 3.489 	 0.0105 
22 	 3.550 	 0.0118 
24 	 3.597 	 0.0133 
26 	 3.634 	 0.0152 
28 	 3.675 	 0.0168 
30 	 3.708 	 0.0176 
32 	 3.721 	 0.0211 
35 	 3.746 	 0.0225 
40 	 3.767 	 0.0277 
45 	 3.815 	 0.0309 
50 	 3.824 	 0.0384 
