   8.00000000       3.12263155    	2.92829037
   10.0000000       3.17011833    	2.96107221
   12.0000000       3.21444893    	2.96686912
   14.0000000       3.26060915    	2.95620537
   16.0000000       3.31060314    	2.94091773
   18.0000000       3.36437011    	2.93110061
   20.0000000       3.42043567    	2.93555546
   22.0000000       3.47656393    	2.95832229
   24.0000000       3.53046989    	2.99892759
   26.0000000       3.58040357    	3.05318570
   28.0000000       3.62541652    	3.11493063
   30.0000000       3.66530085    	3.17881227
   32.0000000       3.70035124    	3.24053073
   35.0000000       3.74507785    	3.32463479
   40.0000000       3.80359674    	3.43741083
   45.0000000       3.84838653    	3.52155495
   50.0000000       3.88412046    	3.58657551
