   8.00000000       3.03732276    	2.79359269
   10.0000000       3.09455395    	2.86169958
   12.0000000       3.14145184    	2.89427996
   14.0000000       3.18595147    	2.89965153
   16.0000000       3.23223352    	2.88997984
   18.0000000       3.28182173    	2.87726331
   20.0000000       3.33439994    	2.87235570
   22.0000000       3.38847828    	2.88172889
   24.0000000       3.44204473    	2.90829659
   26.0000000       3.49318528    	2.95065808
   28.0000000       3.54053187    	3.00402641
   30.0000000       3.58340120    	3.06331849
   32.0000000       3.62169456    	3.12389684
   35.0000000       3.67121482    	3.21009541
   40.0000000       3.73663139    	3.33189774
   45.0000000       3.78669786    	3.42658138
   50.0000000       3.82633114    	3.50114536
