   8.00000000       3.09369850    	2.84989691
   10.0000000       3.15172815    	2.91236949
   12.0000000       3.20025110    	2.94474387
   14.0000000       3.24581289    	2.95656991
   16.0000000       3.29163694    	2.95766377
   18.0000000       3.33885264    	2.95684576
   20.0000000       3.38726521    	2.96123552
   22.0000000       3.43590522    	2.97558260
   24.0000000       3.48346615    	3.00186539
   26.0000000       3.52866292    	3.03988099
   28.0000000       3.57050085    	3.08719563
   30.0000000       3.60839009    	3.14079118
   32.0000000       3.64213538    	3.19702721
   35.0000000       3.68527985    	3.28067374
   40.0000000       3.74019742    	3.40507913
   45.0000000       3.77927327    	3.50389504
   50.0000000       3.80761409    	3.57958078
