   8.00000000       3.17996836    	3.01317358
   10.0000000       3.22358942    	3.01559281
   12.0000000       3.27055597    	2.99609566
   14.0000000       3.32382965    	2.96998835
   16.0000000       3.38320255    	2.95219922
   18.0000000       3.44618702    	2.95532227
   20.0000000       3.50911641    	2.98466182
   22.0000000       3.56847310    	3.03779316
   24.0000000       3.62192178    	3.10639262
   26.0000000       3.66858697    	3.18061042
   28.0000000       3.70871520    	3.25307727
   30.0000000       3.74311471    	3.31925559
   32.0000000       3.77276802    	3.37763095
   35.0000000       3.81030917    	3.45009303
   40.0000000       3.86002994    	3.53920078
   45.0000000       3.89949274    	3.60239434
   50.0000000       3.93233967    	3.65146279
