   8.00000000       3.06231332    	2.84359312
   10.0000000       3.11717415    	2.87312436
   12.0000000       3.17125154    	2.86651921
   14.0000000       3.23062778    	2.84384918
   16.0000000       3.29651165    	2.82584786
   18.0000000       3.36670017    	2.82944226
   20.0000000       3.43705368    	2.86282873
   22.0000000       3.50329065    	2.92432499
   24.0000000       3.56250143    	3.00402188
   26.0000000       3.61362791    	3.08987260
   28.0000000       3.65700722    	3.17318296
   30.0000000       3.69367719    	3.24866581
   32.0000000       3.72483945    	3.31483340
   35.0000000       3.76361609    	3.39663410
   40.0000000       3.81362987    	3.49630737
   45.0000000       3.85208988    	3.56621361
   50.0000000       3.88321710    	3.61961269
