   8.00000000       2.97134852    	2.73177552
   10.0000000       3.03038502    	2.77590942
   12.0000000       3.08620930    	2.77653861
   14.0000000       3.14671803    	2.75440121
   16.0000000       3.21428061    	2.73279905
   18.0000000       3.28716612    	2.73226953
   20.0000000       3.36086464    	2.76604128
   22.0000000       3.43007636    	2.83481240
   24.0000000       3.49090075    	2.92801571
   26.0000000       3.54184961    	3.02966714
   28.0000000       3.58340240    	3.12763333
   30.0000000       3.61701488    	3.21438384
   32.0000000       3.64433074    	3.28797078
   35.0000000       3.67663097    	3.37468314
   40.0000000       3.71575689    	3.47013807
   45.0000000       3.74463367    	3.52730751
   50.0000000       3.76803160    	3.56431174
