   8.00000000       2.78502059    	2.17591834
   10.0000000       2.94466710    	2.40583634
   12.0000000       3.05947208    	2.55169940
   14.0000000       3.15307069    	2.63940144
   16.0000000       3.23752856    	2.69119835
   18.0000000       3.31855607    	2.72580218
   20.0000000       3.39804792    	2.75887728
   22.0000000       3.47563457    	2.80045915
   24.0000000       3.54986048    	2.85506797
   26.0000000       3.61911201    	2.92277956
   28.0000000       3.68222070    	3.00000787
   30.0000000       3.73867416    	3.08196783
   32.0000000       3.78854442    	3.16425562
   35.0000000       3.85204673    	3.28230596
   40.0000000       3.93323088    	3.45219779
   45.0000000       3.99193621    	3.58687973
   50.0000000       4.03536606    	3.69182634
