   8.00000000       3.02417207    	2.67783952
   10.0000000       3.11496091    	2.73827672
   12.0000000       3.19803166    	2.77559114
   14.0000000       3.27771330    	2.80881286
   16.0000000       3.35382962    	2.85244060
   18.0000000       3.42430258    	2.91218352
   20.0000000       3.48706698    	2.98648810
   22.0000000       3.54105520    	3.06883216
   24.0000000       3.58633041    	3.15226841
   26.0000000       3.62373376    	3.23122787
   28.0000000       3.65446448    	3.30261040
   30.0000000       3.67976260    	3.36487818
   32.0000000       3.70073891    	3.41785002
   35.0000000       3.72607470    	3.48244214
   40.0000000       3.75731182    	3.55801201
   45.0000000       3.78024077    	3.60765052
   50.0000000       3.79832339    	3.64174104
