   8.00000000       2.97334838    	2.67289066
   10.0000000       3.05449700    	2.69535708
   12.0000000       3.13908076    	2.68608713
   14.0000000       3.23025322    	2.68794727
   16.0000000       3.32253408    	2.73135304
   18.0000000       3.40731096    	2.82141280
   20.0000000       3.47858906    	2.93960595
   22.0000000       3.53514981    	3.06157470
   24.0000000       3.57893968    	3.17094636
   26.0000000       3.61284256    	3.26203370
   28.0000000       3.63949609    	3.33474779
   30.0000000       3.66095281    	3.39140558
   32.0000000       3.67870641    	3.43541646
   35.0000000       3.70061517    	3.48350978
   40.0000000       3.72963190    	3.53295922
   45.0000000       3.75360799    	3.56253958
   50.0000000       3.77477360    	3.58391190
