   8.00000000       2.59433198    	2.26130676
   10.0000000       2.68674803    	2.29646420
   12.0000000       2.77995896    	2.30241776
   14.0000000       2.87997150    	2.29894781
   16.0000000       2.98720336    	2.30873084
   18.0000000       3.09737515    	2.35016942
   20.0000000       3.20365334    	2.42964792
   22.0000000       3.29981232    	2.54022717
   24.0000000       3.38248658    	2.66714358
   26.0000000       3.45129752    	2.79559994
   28.0000000       3.50769067    	2.91567945
   30.0000000       3.55376840    	3.02257347
   32.0000000       3.59159708    	3.11516714
   35.0000000       3.63663745    	3.22913527
   40.0000000       3.69063091    	3.36626410
   45.0000000       3.72847319    	3.45909357
   50.0000000       3.75668550    	3.52473497
