   8.00000000       2.70789337    	2.12078357
   10.0000000       2.85318065    	2.37743330
   12.0000000       2.95087075    	2.51357937
   14.0000000       3.02988529    	2.58628345
   16.0000000       3.10168552    	2.62630033
   18.0000000       3.17131472    	2.64926887
   20.0000000       3.24097610    	2.66554117
   22.0000000       3.31122828    	2.68329215
   24.0000000       3.38153648    	2.70890546
   26.0000000       3.45068622    	2.74633408
   28.0000000       3.51719499    	2.79686975
   30.0000000       3.57969618    	2.85936141
   32.0000000       3.63719893    	2.93069434
   35.0000000       3.71313810    	3.04604554
   40.0000000       3.81329465    	3.23405170
   45.0000000       3.88663960    	3.39426446
   50.0000000       3.94089627    	3.52213359
