   8.00000000       3.02884150    	2.70682955
   10.0000000       3.10832763    	2.79022098
   12.0000000       3.17343378    	2.84814310
   14.0000000       3.23089170    	2.88566494
   16.0000000       3.28497553    	2.90703058
   18.0000000       3.33820033    	2.91910934
   20.0000000       3.39164066    	2.92873359
   22.0000000       3.44526243    	2.94262624
   24.0000000       3.49829078    	2.96563005
   26.0000000       3.54958057    	3.00008726
   28.0000000       3.59797907    	3.04541802
   30.0000000       3.64259624    	3.09987879
   32.0000000       3.68291998    	3.15969682
   35.0000000       3.73515821    	3.25305247
   40.0000000       3.80239654    	3.39811754
   45.0000000       3.85042763    	3.51698732
   50.0000000       3.88519645    	3.60930109
