   8.00000000       3.08358502    	2.90856767
   10.0000000       3.12651205    	2.93298960
   12.0000000       3.16867018    	2.92527795
   14.0000000       3.21549582    	2.90002418
   16.0000000       3.26857400    	2.87460494
   18.0000000       3.32663822    	2.86490941
   20.0000000       3.38643479    	2.88166785
   22.0000000       3.44397521    	2.92776322
   24.0000000       3.49598336    	2.99681830
   26.0000000       3.54078436    	3.07698035
   28.0000000       3.57825828    	3.15768838
   30.0000000       3.60923290    	3.23176932
   32.0000000       3.63487768    	3.29565668
   35.0000000       3.66582489    	3.37225342
   40.0000000       3.70447588    	3.45699930
   45.0000000       3.73413467    	3.50724268
   50.0000000       3.75907421    	3.53937435
