   8.00000000       3.06801510    	2.87280822
   10.0000000       3.12133431    	2.86350060
   12.0000000       3.18231821    	2.83014393
   14.0000000       3.25292468    	2.80324864
   16.0000000       3.32943535    	2.80780554
   18.0000000       3.40519905    	2.85375309
   20.0000000       3.47401118    	2.93398333
   22.0000000       3.53253484    	3.03167939
   24.0000000       3.58039403    	3.13034463
   26.0000000       3.61890364    	3.22049356
   28.0000000       3.64987326    	3.29832101
   30.0000000       3.67499971    	3.36345530
   32.0000000       3.69566441    	3.41718864
   35.0000000       3.72054005    	3.48088145
   40.0000000       3.75123787    	3.55492568
   45.0000000       3.77375960    	3.60468006
   50.0000000       3.79132509    	3.64047527
