   8.00000000       3.12145686    	2.89257073
   10.0000000       3.17595959    	2.94900370
   12.0000000       3.22176099    	2.97951460
   14.0000000       3.26464343    	2.99120903
   16.0000000       3.30763555    	2.99240184
   18.0000000       3.35187626    	2.99130464
   20.0000000       3.39721107    	2.99508500
   22.0000000       3.44269705    	3.00876617
   24.0000000       3.48706555    	3.03398895
   26.0000000       3.52913928    	3.06991267
   28.0000000       3.56809115    	3.11338806
   30.0000000       3.60352898    	3.16084528
   32.0000000       3.63543296    	3.20901275
   35.0000000       3.67718196    	3.27767682
   40.0000000       3.73353386    	3.37483430
   45.0000000       3.77795601    	3.45029020
   50.0000000       3.81423426    	3.51004386
