   8.00000000       3.15620613    	2.95396638
   10.0000000       3.20439744    	2.99898338
   12.0000000       3.24628019    	3.01924682
   14.0000000       3.28690481    	3.02342415
   16.0000000       3.32847333    	3.02136731
   18.0000000       3.37136936    	3.02145600
   20.0000000       3.41489577    	3.02932429
   22.0000000       3.45783734    	3.04845667
   24.0000000       3.49892402    	3.07885838
   26.0000000       3.53713489    	3.11836004
   28.0000000       3.57186866    	3.16383672
   30.0000000       3.60292888    	3.21184540
   32.0000000       3.63043165    	3.25967097
   35.0000000       3.66570377    	3.32634711
   40.0000000       3.71175551    	3.41974115
   45.0000000       3.74650407    	3.49074674
   50.0000000       3.77371120    	3.54539299
