   8.00000000       3.05182290    	2.76247478
   10.0000000       3.12172103    	2.83803988
   12.0000000       3.18032241    	2.87562108
   14.0000000       3.23613095    	2.88518715
   16.0000000       3.29392123    	2.87677360
   18.0000000       3.35590744    	2.86227012
   20.0000000       3.42232084    	2.85303116
   22.0000000       3.49182248    	2.85870600
   24.0000000       3.56199312    	2.88578558
   26.0000000       3.63003540    	2.93518114
   28.0000000       3.69350839    	3.00376773
   30.0000000       3.75083709    	3.08488989
   32.0000000       3.80141044    	3.17143345
   35.0000000       3.86503649    	3.29907203
   40.0000000       3.94409609    	3.48233771
   45.0000000       3.99929714    	3.62109137
   50.0000000       4.03918028    	3.72389984
