   8.00000000       2.92563033    	2.57043052
   10.0000000       3.01644564    	2.65662479
   12.0000000       3.09117723    	2.72726822
   14.0000000       3.15573764    	2.77848935
   16.0000000       3.21498871    	2.81022763
   18.0000000       3.27235866    	2.82756472
   20.0000000       3.32981420    	2.83716989
   22.0000000       3.38809061    	2.84593725
   24.0000000       3.44700241    	2.85964847
   26.0000000       3.50575089    	2.88254952
   28.0000000       3.56323576    	2.91625595
   30.0000000       3.61834002    	2.96066642
   32.0000000       3.67014503    	3.01401258
   35.0000000       3.74041772    	3.10549402
   40.0000000       3.83663559    	3.26630044
   45.0000000       3.90955114    	3.41417694
   50.0000000       3.96447873    	3.53899527
