   8.00000000       2.95628214    	2.71455956
   10.0000000       3.01386690    	2.77539277
   12.0000000       3.06368685    	2.79436612
   14.0000000       3.11424494    	2.78539157
   16.0000000       3.16940761    	2.76548004
   18.0000000       3.22963619    	2.75233936
   20.0000000       3.29282451    	2.76040936
   22.0000000       3.35534048    	2.79723287
   24.0000000       3.41346145    	2.86089182
   26.0000000       3.46468711    	2.94176722
   28.0000000       3.50818563    	3.02824688
   30.0000000       3.54440379    	3.11100674
   32.0000000       3.57441926    	3.18485904
   35.0000000       3.61042929    	3.27561212
   40.0000000       3.65450978    	3.37963557
   45.0000000       3.68716860    	3.44354320
   50.0000000       3.71364045    	3.48515034
