   8.00000000       2.91804457    	2.36450124
   10.0000000       3.04655409    	2.61901546
   12.0000000       3.13095832    	2.74606705
   14.0000000       3.19777560    	2.81487465
   16.0000000       3.25756216    	2.84979987
   18.0000000       3.31545496    	2.86510205
   20.0000000       3.37388134    	2.87132645
   22.0000000       3.43356705    	2.87817717
   24.0000000       3.49407935    	2.89235258
   26.0000000       3.55422950    	2.91926742
   28.0000000       3.61248398    	2.96086168
   30.0000000       3.66736484    	3.01630712
   32.0000000       3.71774745    	3.08254242
   35.0000000       3.78365684    	3.19317198
   40.0000000       3.86822271    	3.37674451
   45.0000000       3.92713189    	3.53216338
   50.0000000       3.96821594    	3.65208364
