   8.00000000       2.76193023    	2.26187062
   10.0000000       2.88885856    	2.43676066
   12.0000000       2.98417068    	2.54422617
   14.0000000       3.06471491    	2.60921288
   16.0000000       3.13904667    	2.64712286
   18.0000000       3.21134591    	2.67277217
   20.0000000       3.28294325    	2.69783568
   22.0000000       3.35339022    	2.73105431
   24.0000000       3.42136741    	2.77626300
   26.0000000       3.48545122    	2.83299613
   28.0000000       3.54460430    	2.89807367
   30.0000000       3.59834504    	2.96741676
   32.0000000       3.64668298    	3.03728437
   35.0000000       3.70984983    	3.13731575
   40.0000000       3.79452133    	3.28283763
   45.0000000       3.85995436    	3.40120745
   50.0000000       3.91169429    	3.49826503
