   8.00000000       3.05362344    	2.72567320
   10.0000000       3.13137555    	2.82733846
   12.0000000       3.19319630    	2.87974882
   14.0000000       3.24964428    	2.90079188
   16.0000000       3.30612421    	2.90195203
   18.0000000       3.36527586    	2.89409852
   20.0000000       3.42784095    	2.88761950
   22.0000000       3.49311757    	2.89113474
   24.0000000       3.55938077    	2.91145730
   26.0000000       3.62438965    	2.95103765
   28.0000000       3.68596792    	3.00881124
   30.0000000       3.74246955    	3.08058834
   32.0000000       3.79299164    	3.16085768
   35.0000000       3.85723138    	3.28518796
   40.0000000       3.93712854    	3.47440505
   45.0000000       3.99167633    	3.62414384
   50.0000000       4.02949810    	3.73624229
