   8.00000000       3.02730870    	2.82216382
   10.0000000       3.07718825    	2.86054063
   12.0000000       3.12337422    	2.86589503
   14.0000000       3.17209911    	2.85095310
   16.0000000       3.22568536    	2.83228803
   18.0000000       3.28343630    	2.82625175
   20.0000000       3.34253955    	2.84432483
   22.0000000       3.39933777    	2.88950849
   24.0000000       3.45076084    	2.95649767
   26.0000000       3.49523711    	3.03409672
   28.0000000       3.53265166    	3.11197305
   30.0000000       3.56379390    	3.18364739
   32.0000000       3.58977914    	3.24570274
   35.0000000       3.62144494    	3.32031679
   40.0000000       3.66153669    	3.40391326
   45.0000000       3.69263291    	3.45513654
   50.0000000       3.71881771    	3.48939776
