   8.00000000       2.92725396    	2.57313108
   10.0000000       3.01733851    	2.66025805
   12.0000000       3.09177160    	2.72708535
   14.0000000       3.15700603    	2.77356601
   16.0000000       3.21772122    	2.80262280
   18.0000000       3.27683473    	2.82069230
   20.0000000       3.33568478    	2.83549166
   22.0000000       3.39440274    	2.85372496
   24.0000000       3.45232439    	2.87978578
   26.0000000       3.50839758    	2.91652536
   28.0000000       3.56153202    	2.96330976
   30.0000000       3.61087346    	3.01844406
   32.0000000       3.65592265    	3.07892203
   35.0000000       3.71520185    	3.17299294
   40.0000000       3.79377890    	3.32122064
   45.0000000       3.85226154    	3.44593024
   50.0000000       3.89637589    	3.54615402
