   8.00000000       3.01703191    	2.70678592
   10.0000000       3.09316325    	2.78613758
   12.0000000       3.15656781    	2.83428574
   14.0000000       3.21458030    	2.86018181
   16.0000000       3.27139378    	2.87064552
   18.0000000       3.32914042    	2.87451816
   20.0000000       3.38831782    	2.88050818
   22.0000000       3.44817328    	2.89652228
   24.0000000       3.50715780    	2.92680883
   26.0000000       3.56349778    	2.97268319
   28.0000000       3.61570477    	3.03128695
   30.0000000       3.66288447    	3.09800053
   32.0000000       3.70477271    	3.16739202
   35.0000000       3.75823927    	3.26816201
   40.0000000       3.82688189    	3.41122341
   45.0000000       3.87737012    	3.51994443
   50.0000000       3.91600490    	3.60191536
