   8.00000000       3.05194950    	2.86726022
   10.0000000       3.09763551    	2.89400148
   12.0000000       3.14116859    	2.89664102
   14.0000000       3.18695331    	2.88501358
   16.0000000       3.23659635    	2.87084198
   18.0000000       3.28965712    	2.86446929
   20.0000000       3.34434700    	2.87409329
   22.0000000       3.39829898    	2.90222335
   24.0000000       3.44935226    	2.94666409
   26.0000000       3.49607587    	3.00154805
   28.0000000       3.53790426    	3.06100035
   30.0000000       3.57493877    	3.11979294
   32.0000000       3.60765529    	3.17446375
   35.0000000       3.65000391    	3.24640870
   40.0000000       3.70737696    	3.33956623
   45.0000000       3.75373292    	3.40830040
   50.0000000       3.79276204    	3.46311879
