   8.00000000       3.02969933    	2.90275526
   10.0000000       3.05883479    	2.93270111
   12.0000000       3.08411360    	2.94156861
   14.0000000       3.10966516    	2.93388224
   16.0000000       3.13789010    	2.91450453
   18.0000000       3.17008519    	2.88807344
   20.0000000       3.20671701    	2.86035776
   22.0000000       3.24756718    	2.83703709
   24.0000000       3.29180312    	2.82321453
   26.0000000       3.33811402    	2.82325435
   28.0000000       3.38491797    	2.83883858
   30.0000000       3.43063331    	2.86974716
   32.0000000       3.47396231    	2.91303706
   35.0000000       3.53272939    	2.99254751
   40.0000000       3.61253262    	3.13267756
   45.0000000       3.67284775    	3.25460863
   50.0000000       3.71910334    	3.35148382
