   8.00000000       3.17644954    	2.99218845
   10.0000000       3.22743225    	2.97800636
   12.0000000       3.28568268    	2.94883919
   14.0000000       3.35215902    	2.92519879
   16.0000000       3.42403221    	2.92543101
   18.0000000       3.49614668    	2.96013260
   20.0000000       3.56314850    	3.02751350
   22.0000000       3.62148094    	3.11579275
   24.0000000       3.67004967    	3.21005654
   26.0000000       3.70955372    	3.29969549
   28.0000000       3.74149418    	3.37864327
   30.0000000       3.76747537    	3.44523811
   32.0000000       3.78889179    	3.50017214
   35.0000000       3.81481004    	3.56433392
   40.0000000       3.84738922    	3.63594007
   45.0000000       3.87226629    	3.68137240
   50.0000000       3.89269400    	3.71337175
