   8.00000000       2.81315088    	2.37255979
   10.0000000       2.92057657    	2.52472186
   12.0000000       3.00493646    	2.59278011
   14.0000000       3.08284259    	2.62430120
   16.0000000       3.15947461    	2.64823008
   18.0000000       3.23471808    	2.68371463
   20.0000000       3.30609107    	2.73884940
   22.0000000       3.37086773    	2.81287074
   24.0000000       3.42737532    	2.89793563
   26.0000000       3.47532582    	2.98559904
   28.0000000       3.51543903    	3.06834793
   30.0000000       3.54891253    	3.14261127
   32.0000000       3.57701564    	3.20671272
   35.0000000       3.61154008    	3.28448462
   40.0000000       3.65554118    	3.37472820
   45.0000000       3.68952298    	3.43296576
   50.0000000       3.71773267    	3.47379065
