   8.00000000       3.06411648    	2.69879603
   10.0000000       3.15130687    	2.81639242
   12.0000000       3.21928692    	2.88245749
   14.0000000       3.27919030    	2.91796470
   16.0000000       3.33663225    	2.93305135
   18.0000000       3.39464164    	2.93643928
   20.0000000       3.45453882    	2.93655109
   22.0000000       3.51634717    	2.94115448
   24.0000000       3.57910562    	2.95714259
   26.0000000       3.64121485    	2.98860216
   28.0000000       3.70088363    	3.03606296
   30.0000000       3.75654483    	3.09775925
   32.0000000       3.80714560    	3.16948628
   35.0000000       3.87268782    	3.28518796
   40.0000000       3.95617962    	3.46863604
   45.0000000       4.01468420    	3.61815381
   50.0000000       4.05629492    	3.73169756
