   8.00000000       3.02928877    	2.77277017
   10.0000000       3.09370089    	2.81979465
   12.0000000       3.15155602    	2.84624052
   14.0000000       3.20726633    	2.86178255
   16.0000000       3.26230288    	2.87672424
   18.0000000       3.31617522    	2.90020514
   20.0000000       3.36746860    	2.93603706
   22.0000000       3.41473055    	2.98344040
   24.0000000       3.45702815    	3.03852224
   26.0000000       3.49410748    	3.09631276
   28.0000000       3.52625799    	3.15244484
   30.0000000       3.55407929    	3.20402479
   32.0000000       3.57827640    	3.24950600
   35.0000000       3.60924363    	3.30657458
   40.0000000       3.65104365    	3.37487674
   45.0000000       3.68531561    	3.42066216
   50.0000000       3.71505976    	3.45445633
