   8.00000000       3.02936530    	2.77892447
   10.0000000       3.08984637    	2.84017181
   12.0000000       3.14053869    	2.87661958
   14.0000000       3.18742394    	2.89348149
   16.0000000       3.23381519    	2.89869285
   18.0000000       3.28108883    	2.90068460
   20.0000000       3.32926750    	2.90661430
   22.0000000       3.37752724    	2.92169905
   24.0000000       3.42464137    	2.94829512
   26.0000000       3.46937346    	2.98613882
   28.0000000       3.51077533    	3.03270149
   30.0000000       3.54831862    	3.08483672
   32.0000000       3.58187985    	3.13865328
   35.0000000       3.62518144    	3.21718168
   40.0000000       3.68177986    	3.33022356
   45.0000000       3.72424889    	3.41779590
   50.0000000       3.75725722    	3.48478293
