   8.00000000       3.11126637    	2.95664740
   10.0000000       3.14718318    	2.99336505
   12.0000000       3.17787361    	3.00893140
   14.0000000       3.20771933    	3.00840998
   16.0000000       3.23911977    	2.99764156
   18.0000000       3.27307272    	2.98355484
   20.0000000       3.30956554    	2.97217011
   22.0000000       3.34789348    	2.96847034
   24.0000000       3.38696313    	2.97539306
   26.0000000       3.42558885    	2.99354148
   28.0000000       3.46274424    	3.02111363
   30.0000000       3.49771523    	3.05568171
   32.0000000       3.53013086    	3.09413981
   35.0000000       3.57382941    	3.15335917
   40.0000000       3.63489985    	3.24429250
   45.0000000       3.68450761    	3.31951427
   50.0000000       3.72581077    	3.38164520
