   8.00000000       3.05111980    	2.77655578
   10.0000000       3.11894274    	2.83708000
   12.0000000       3.17782736    	2.86997628
   14.0000000       3.23389649    	2.88586020
   16.0000000       3.28950834    	2.89851761
   18.0000000       3.34440279    	2.91979527
   20.0000000       3.39694548    	2.95569253
   22.0000000       3.44526672    	3.00646806
   24.0000000       3.48806143    	3.06779575
   26.0000000       3.52488136    	3.13333631
   28.0000000       3.55602050    	3.19712543
   30.0000000       3.58218575    	3.25546193
   32.0000000       3.60423303    	3.30669928
   35.0000000       3.63135004    	3.36932731
   40.0000000       3.66591215    	3.44144297
   45.0000000       3.69272661    	3.48628402
   50.0000000       3.71529317    	3.51561785
