   8.00000000       2.83744550    	2.41483688
   10.0000000       2.96104169    	2.44680023
   12.0000000       3.08749175    	2.47229815
   14.0000000       3.21480989    	2.52774096
   16.0000000       3.33341336    	2.63384533
   18.0000000       3.43386340    	2.78022718
   20.0000000       3.51280713    	2.93873715
   22.0000000       3.57236266    	3.08567309
   24.0000000       3.61670041    	3.21044803
   26.0000000       3.64984226    	3.31168199
   28.0000000       3.67494059    	3.39173198
   30.0000000       3.69429398    	3.45481563
   32.0000000       3.70952868    	3.50397348
   35.0000000       3.72706509    	3.55895853
   40.0000000       3.74767876    	3.61610317
   45.0000000       3.76248574    	3.64894509
   50.0000000       3.77428961    	3.66911840
