   8.00000000       3.00771737    	2.66883016
   10.0000000       3.08930016    	2.77040887
   12.0000000       3.15481925    	2.82398081
   14.0000000       3.21502757    	2.84511518
   16.0000000       3.27548170    	2.84701920
   18.0000000       3.33867097    	2.84216857
   20.0000000       3.40492392    	2.84185553
   22.0000000       3.47297382    	2.85571194
   24.0000000       3.54056168    	2.88930798
   26.0000000       3.60517478    	2.94329786
   28.0000000       3.66473961    	3.01372957
   30.0000000       3.71802974    	3.09422421
   32.0000000       3.76468921    	3.17843318
   35.0000000       3.82295632    	3.30084682
   40.0000000       3.89459991    	3.47476482
   45.0000000       3.94388556    	3.60585141
   50.0000000       3.97887397    	3.70242405
