   8.00000000       2.84331584    	2.61814427
   10.0000000       2.90019393    	2.65231991
   12.0000000       2.95420098    	2.65867972
   14.0000000       3.01087904    	2.64752865
   16.0000000       3.07256317    	2.63173819
   18.0000000       3.13917542    	2.62338042
   20.0000000       3.20889068    	2.63186741
   22.0000000       3.27886939    	2.66198325
   24.0000000       3.34615088    	2.71299577
   26.0000000       3.40842557    	2.78016758
   28.0000000       3.46442890    	2.85611296
   30.0000000       3.51387858    	2.93433022
   32.0000000       3.55716181    	3.00990319
   35.0000000       3.61213517    	3.11199927
   40.0000000       3.68367672    	3.24782515
   45.0000000       3.73830390    	3.34811354
   50.0000000       3.78197193    	3.42470765
