   8.00000000       3.15381455    	3.00351787
   10.0000000       3.19242311    	3.00785470
   12.0000000       3.23409319    	2.98623657
   14.0000000       3.28247333    	2.95442891
   16.0000000       3.33784509    	2.92836690
   18.0000000       3.39817476    	2.92065287
   20.0000000       3.46006417    	2.93838334
   22.0000000       3.51992345    	2.98121715
   24.0000000       3.57502794    	3.04242754
   26.0000000       3.62399387    	3.11300063
   28.0000000       3.66661620    	3.18512249
   30.0000000       3.70341349    	3.25339055
   32.0000000       3.73521399    	3.31499696
   35.0000000       3.77540112    	3.39368463
   40.0000000       3.82807040    	3.49280453
   45.0000000       3.86908150    	3.56440234
   50.0000000       3.90254331    	3.61952114
