   8.00000000       3.09113169    	2.77577496
   10.0000000       3.17102742    	2.84059262
   12.0000000       3.24126673    	2.88097262
   14.0000000       3.30722570    	2.90941930
   16.0000000       3.37049270    	2.93908858
   18.0000000       3.43049574    	2.97801375
   20.0000000       3.48585796    	3.02889705
   22.0000000       3.53534698    	3.09038186
   24.0000000       3.57834506    	3.15767479
   26.0000000       3.61491299    	3.22617936
   28.0000000       3.64560556    	3.29144168
   30.0000000       3.67122078    	3.35120463
   32.0000000       3.69260907    	3.40418792
   35.0000000       3.71846128    	3.47076058
   40.0000000       3.74995971    	3.55149245
   45.0000000       3.77244520    	3.60574245
   50.0000000       3.78961086    	3.64297652
