   8.00000000       2.95495653    	2.44619083
   10.0000000       3.10576367    	2.50607753
   12.0000000       3.25136495    	2.57852411
   14.0000000       3.38579583    	2.68531203
   16.0000000       3.50180054    	2.82249618
   18.0000000       3.59625459    	2.97292304
   20.0000000       3.67018890    	3.12073183
   22.0000000       3.72667861    	3.25638676
   24.0000000       3.76919889    	3.37570262
   26.0000000       3.80088186    	3.47772622
   28.0000000       3.82429981    	3.56334043
   30.0000000       3.84147024    	3.63428855
   32.0000000       3.85393357    	3.69253111
   35.0000000       3.86627817    	3.76011467
   40.0000000       3.87614369    	3.83386898
   45.0000000       3.87868476    	3.87545776
   50.0000000       3.87768793    	3.89798880
