   8.00000000       3.09714842    	2.76202011
   10.0000000       3.18160439    	2.83891034
   12.0000000       3.25357199    	2.89067078
   14.0000000       3.31906223    	2.92843771
   16.0000000       3.38034439    	2.96411729
   18.0000000       3.43757200    	3.00495696
   20.0000000       3.49006534    	3.05372310
   22.0000000       3.53712487    	3.10977721
   24.0000000       3.57841158    	3.17013764
   26.0000000       3.61402655    	3.23160720
   28.0000000       3.64440536    	3.29093337
   30.0000000       3.67017126    	3.34609771
   32.0000000       3.69199967    	3.39650369
   35.0000000       3.71875644    	3.46136236
   40.0000000       3.75171375    	3.54445815
   45.0000000       3.77511144    	3.60367298
   50.0000000       3.79254365    	3.64622378
