   8.00000000       2.92396998    	2.38463235
   10.0000000       3.04940152    	2.62726951
   12.0000000       3.13303542    	2.74927330
   14.0000000       3.19983244    	2.81611490
   16.0000000       3.25983572    	2.85047793
   18.0000000       3.31799340    	2.86568022
   20.0000000       3.37665701    	2.87240171
   22.0000000       3.43654227    	2.87962055
   24.0000000       3.49723458    	2.89392424
   26.0000000       3.55758357    	2.92060924
   28.0000000       3.61609912    	2.96138763
   30.0000000       3.67133141    	3.01597691
   32.0000000       3.72217607    	3.08104229
   35.0000000       3.78895545    	3.19043231
   40.0000000       3.87522554    	3.37303185
   45.0000000       3.93582273    	3.52902889
   50.0000000       3.97837281    	3.65087295
