   8.00000000       2.84813762    	2.42261291
   10.0000000       2.96588731    	2.49121594
   12.0000000       3.07732892    	2.53165770
   14.0000000       3.18692088    	2.57566977
   16.0000000       3.29150462    	2.64760327
   18.0000000       3.38513660    	2.75231385
   20.0000000       3.46368718    	2.87760568
   22.0000000       3.52654505    	3.00587559
   24.0000000       3.57561517    	3.12385321
   26.0000000       3.61369777    	3.22502041
   28.0000000       3.64347267    	3.30782366
   30.0000000       3.66712976    	3.37455440
   32.0000000       3.68633080    	3.42717075
   35.0000000       3.70935631    	3.48582530
   40.0000000       3.73843765    	3.54642510
   45.0000000       3.76137686    	3.58109283
   50.0000000       3.78117466    	3.60291266
