   8.00000000       2.97422266    	2.65672207
   10.0000000       3.05509281    	2.72391129
   12.0000000       3.12498713    	2.77170515
   14.0000000       3.18922138    	2.80410957
   16.0000000       3.25068808    	2.82923126
   18.0000000       3.31029105    	2.85539222
   20.0000000       3.36759400    	2.88869166
   22.0000000       3.42158794    	2.93159699
   24.0000000       3.47131348    	2.98295140
   26.0000000       3.51621079    	3.03952312
   28.0000000       3.55619884    	3.09749436
   30.0000000       3.59156251    	3.15416002
   32.0000000       3.62279296    	3.20704985
   35.0000000       3.66310406    	3.27800965
   40.0000000       3.71703768    	3.37305307
   45.0000000       3.75942326    	3.44617915
   50.0000000       3.79391074    	3.50454497
