   8.00000000       3.09701729    	2.94004154
   10.0000000       3.13745546    	2.94366765
   12.0000000       3.18192101    	2.91650581
   14.0000000       3.23447776    	2.88054919
   16.0000000       3.29477620    	2.85625267
   18.0000000       3.35942101    	2.85988235
   20.0000000       3.42344522    	2.89815712
   22.0000000       3.48224020    	2.96617913
   24.0000000       3.53304696    	3.05162072
   26.0000000       3.57522941    	3.14067554
   28.0000000       3.60956430    	3.22386909
   30.0000000       3.63741994    	3.29629755
   32.0000000       3.66019654    	3.35708499
   35.0000000       3.68741083    	3.42769670
   40.0000000       3.72106123    	3.50470662
   45.0000000       3.74663830    	3.55005717
   50.0000000       3.76795626    	3.57925272
