8 	 3.011 	 0.0752 
10 	 2.970 	 0.0606 
12 	 2.930 	 0.0459 
14 	 2.971 	 0.0391 
16 	 2.831 	 0.0348 
18 	 2.753 	 0.0327 
20 	 2.713 	 0.0330 
22 	 2.739 	 0.0442 
24 	 2.739 	 0.0498 
26 	 2.741 	 0.0569 
28 	 2.760 	 0.0644 
30 	 2.721 	 0.0551 
32 	 2.821 	 0.0863 
35 	 2.918 	 0.0748 
40 	 3.075 	 0.0967 
45 	 3.201 	 0.1107 
50 	 3.364 	 0.1188 
