8 	 2.969 	 0.0560 
10 	 2.957 	 0.0402 
12 	 2.931 	 0.0323 
14 	 2.915 	 0.0280 
16 	 2.860 	 0.0264 
18 	 2.806 	 0.0261 
20 	 2.818 	 0.0264 
22 	 2.876 	 0.0297 
24 	 2.920 	 0.0336 
26 	 2.981 	 0.0388 
28 	 3.080 	 0.0435 
30 	 3.209 	 0.0459 
32 	 3.299 	 0.0597 
35 	 3.428 	 0.0652 
40 	 3.580 	 0.0863 
45 	 3.653 	 0.1093 
50 	 3.725 	 0.1324 
